ID_x;Country_x;VAT
10948;VV;MY76299511706
10949;TT;WC765582881
10950;DD;9398435849
10951;DD;2803628462
10952;QQ;31424605430302
10953;TT;MC646084301
10954;LL;XE221721754
10955;WW;LJ61562774030
10956;VV;SC42408084576
10957;WW;AD98668936910
10958;UU;JA94653407
10959;WW;KU70082716059
10960;OO;KY646035900
10961;DD;261946
10962;VV;SJ85366962179
10963;DD;6987046456
10964;NN;34108794051
10965;EE;57852052653599
10966;OO;TH394211074
10967;TT;SJ777806263
10968;RR;JLV91664508
10969;TT;YM734935125
10970;LL;VS172797943
10971;TT;OZ556298302
10972;JJ;X581443280
10973;TT;TD415671516
10974;QQ;18428479672404
10975;MM;82545927'7
10976;QQ;5190788243748
10977;XX;27555783AB3P97N
10978;JJ;SPDVNEBA
10979;TT;FR388632484
10980;RR;SBQ20189492
10981;HH;EV01670998E
10982;AA;OJ57556139
10983;TT;HB820750962
10984;QQ;6211937295381
10985;BB;IW711024623
10986;RR;KHF05065094
10987;CC;25087477427
10988;DD;23155600
10989;LL;365071318
10990;II;AWG712137074
10991;FF;UE56289739
10992;UU;WR45628430
10993;BB;RK554842942
10994;BB;KC447550446
10995;RR;QRW69373778
10996;VV;AP54235771402
10997;OO;LP712663344
10998;RR;LIJ85024100
10999;TT;WH267266784
11000;BB;LQ225995933
11001;YY;TH80034387
11002;TT;FE103932350
11003;VV;KY69459967731
11004;XX;790177538879595
11005;WW;NB25788362727
11006;VV;GS02394383948
11007;VV;QT65970881953
11008;II;FWM285938275
11009;XX;281275063540503
11010;TT;HE664470082
11011;PP;78824347
11012;VV;FE01175897567
11013;VV;26653020840725
11014;BB;AB493213466
11015;RR;QG75856853S
11016;JJ;BWJGMTRG
11017;II;KOV638651900
11018;QQ;26130002744081
11019;EE;801059436474847
11020;TT;60500486827
11021;TT;QV445051965
11022;AA;BR91322728
11023;JJ;QPTNCLGO
11024;JJ;QSACDZUY
11025;MM;36846746$1
11026;JJ;E176527360
11027;TT;FC114441921
11028;BB;AT160889715
11029;VV;XR96048677921
11030;VV;41273762190595
11031;QQ;3114880016455
11032;TT;75633572818
11033;MM;907006657
11034;RR;WVO86892724
11035;QQ;1869901276224
11036;VV;WS34732838604
11037;SS;87555073133000
11038;TT;VG075528684
11039;OO;VU017822525
11040;TT;PR650559116
11041;JJ;G409403196
11042;II;MB168103186
11043;DD;NDL916233
11044;QQ;7784520376363
11045;BB;QA991630355
11046;PP;66470359
11047;TT;XF978218084
11048;TT;73601625336
11049;BB;5869607
11050;LL;NZ047853657
11051;TT;QY838271083
11052;TT;IZ781190005
11053;CC;63128524688
11054;MM;10603103/2
11055;WW;DK38431231154
11056;VV;AM29251502115
11057;JJ;EXKJKKNY
11058;BB;QF671652316
11059;OO;ES067353409
11060;RR;BDW13792023
11061;LL;WG676826898
11062;RR;YLR36329478
11063;AA;LQ79713447
11064;BB;HR808880382
11065;SS;697170268780352
11066;JJ;U751663174
11067;CC;74697227699
11068;NN;8176418666
11069;XX;376964364191429
11070;OO;VU291636006
11071;QQ;36991787836022
11072;JJ;Z359316410
11073;TT;GP771576163
11074;GG;XTW17692186
11075;TT;ME244960795
11076;RR;GYK44947520
11077;EE;89014729512528
11078;TT;PO402175092
11079;XX;266829143726385
11080;TT;QV805723443
11081;TT;KO589663717
11082;AA;PH70483266
11083;RR;IRG64552961
11084;TT;KN077228856
11085;RR;YGY41363967
11086;BB;OO562248300
11087;BB;LA799999217
11088;BB;LC276431246
11089;RR;NAT88968702
11090;NN;64518903949
11091;JJ;MLUISDYK
11092;BB;292TS36532
11093;OO;AM356313522
11094;BB;BB359690747
11095;DD;2700574808
11096;DD;38303983
11097;TT;PB763035487
11098;TT;KK854712028
11099;RR;CNV15604562
11100;JJ;C049462000
11101;VV;WD16846628245
11102;DD;8419105365
11103;XX;774761808338624
11104;QQ;35472070320334
11105;TT;9118225866
11106;MM;82958664.8
11107;VV;RS57125336073
11108;II;DAP206282977
11109;VV;MV29602523273
11110;BB;YA970347455
11111;VV;BW62002296764
11112;BB;9881976637
11113;ZZ;SQ1358118926
11114;TT;LX254958558
11115;VV;WI79568060368
11116;VV;QR86178781998
11117;DD;716563621
11118;BB;UW103880939
11119;JJ;T513869922
11120;JJ;FQDFXKIF
11121;TT;UW508471292
11122;TT;GQ307967976
11123;TT;ZZ043412145
11124;RR;HC79755388J
11125;WW;AB22506179573
11126;JJ;Z693497386
11127;WW;YD47654941804
11128;RR;EX20877406N
11129;TT;DC533759718
11130;MM;97527195$0
11131;RR;SOW09642951
11132;WW;AI01408955298
11133;JJ;WD
